Airport,ShortName,Location,Country,Size
Seydisfjordur Airport,SEJ,Seydisfjordur,Iceland,1
Siglufjordur Airport,SIJ,Siglufjordur,Iceland,1
Tambov Airport,TBW,Tambov,Russia,1
Tiksi Airport,IKS,Tiksi,Russia,1
Tobolsk Airport,TOX,Tobolsk,Russia,1
Tomsk Airport,TOF,Tomsk,Russia,1
Tula Airport,TYA,Tula,Russia,1
Tynda Airport,TYD,Tynda,Russia,1
Tyumen Airport,TJM,Tyumen,Russia,2
Ufa Airport,UFA,Ufa,Russia,2
Ukhta Airport,UCT,Ukhta,Russia,1
Costa Smeralda Airport,OLB,Olbia,Italy,2
Punta Raisi Airport,PMO,Palermo,Italy,2
Harbour (Eolie Island) Airport,ZJE,Panarea,Italy,1
Pantelleria Airport,PNL,Pantelleria,Italy,1
Sant Egidio Airport,PEG,Perugia,Italy,1
Liberi Airport,PSR,Pescara,Italy,2
Peschiei Airport,PEJ,Peschiei,Italy,1
Harbour Airport,ZJY,Ponza,Italy,1
Harbour Airport,ZJJ,Procida,Italy,1
Stykkisholmur Airport,SYK,Stykkisholmur,Iceland,1
Sudureyri Airport,SUY,Sudureyri,Iceland,1
Talknafjordur Airport,TLK,Talknafjordur,Iceland,1
Thingeyri Airport,TEY,Thingeyri,Iceland,1
Thorshofn Airport,THO,Thorshofn,Iceland,1
Vestmannaeyjar Airport,VEY,Vestmannaeyjar,Iceland,1
Vopnafjordur Airport,VPN,Vopnafjordur,Iceland,1
Ulan-Ude Airport,UUD,Ulan-Ude,Russia,1
Ulyanovsk Airport,ULY,Ulyanovsk,Russia,1
Uraj Airport,URJ,Uraj,Russia,1
Usinsk Airport,USK,Usinsk,Russia,1
Ust-Ilimsk Airport,UIK,Ust-Ilimsk,Russia,1
Ust-Kut Airport,UKX,Ust-Kut,Russia,1
Velikij Ustyug Airport,VUS,Velikij Ustyug,Russia,1
Velikiye Luki Airport,VLU,Velikiye Luki,Russia,1
Vladikavkaz Airport,OGZ,Vladikavkaz,Russia,1
Vladivostok Airport,VVO,Vladivostok,Russia,2
La Spreta Airport,RAN,Ravenna,Italy,1
Tito Menniti Airport,REG,Reggio Calabria,Italy,1
Miramare Airport,RMI,Rimini,Italy,1
Ciampino Airport,CIA,Rome,Italy,2
Fiumicino Airport,FCO,Rome,Italy,5
Harbour (Eolie Island) Airport,ZIQ,Salina,Italy,1
San Domino Island Airport,TQR,San Domino Island,Italy,1
San Giovanni Rotondo Airport,GBN,San Giovanni Rotondo,Italy,1
Siena Airport,SAY,Siena,Italy,1
Agrinion Airport,AGQ,Agrinion,Greece,1
Demokritos Airport,AXD,Alexandroupolis,Greece,2
Astypalaia Airport,JTY,Astypalaia Island,Greece,2
Eleftherios Venizelos Airport,ATH,Athens,Greece,5
Hellinikon Airport,HEW,Athens,Greece,1
Souda Airport,CHQ,Chania,Greece,2
Chios Airport,JKH,Chios,Greece,2
Volgodonsk Airport,VLK,Volgodonsk,Russia,1
Volgograd Airport,VOG,Volgograd,Russia,2
Vologda Airport,VGD,Vologda,Russia,1
Vorkuta Airport,VKT,Vorkuta,Russia,1
Voronezh Airport,VOZ,Voronezh,Russia,1
Yakutsk Airport,YKS,Yakutsk,Russia,1
Yaroslavl Airport,IAR,Yaroslavl,Russia,1
Yuzhno-Sakhalinsk Airport,UUS,Yuzhno-Sakhalinsk,Russia,2
North Front Airport,GIB,Gibraltar,Gibraltar,2
Sorrento Airport,RRO,Sorrento,Italy,1
Harbour (Eolie Island) Airport,ZJX,Stromboli,Italy,1
M. A. Grottag Airport,TAR,Taranto,Italy,1
Arbatax Airport,TTB,Tortoli,Italy,1
Birgi Airport,TPS,Trapani,Italy,1
Dei Legionari Airport,TRS,Trieste,Italy,2
Citta Di Torino Airport,TRN,Turin,Italy,3
Airfield,UDN,Udine,Italy,1
Aachen/Merzbruck Airport,AAH,Aachen,Germany,1
Altenburg Nobitz Airport,AOC,Altenburg,Germany,2
Baltrum Airport,BMR,Baltrum,Germany,1
Barth Airport,BBH,Barth,Germany,1
Bindlacher-Berg Airport,BYU,Bayreuth,Germany,1
La Garenne Airport,AGF,Agen,France,1
Campo Dell Oro Airport,AJA,Ajaccio,France,2
Le Sequestre Airport,LBI,Albi,France,1
Alpe D Huez Airport,AHZ,Alpe D Huez,France,1
Marce Airport,ANE,Angers,France,1
Brie-Champniers Airport,ANG,Angouleme,France,1
Ioannis Kapodistrias Airport,CFU,Corfu,Greece,2
Drama Airport,DRM,Drama,Greece,1
N. Kazantzakis Airport,HER,"Heraklion, Crete",Greece,2
Ikaria Airport,JIK,Ikaria Island,Greece,2
Ioannina Airport,IOA,Ioannina,Greece,2
Kalamata Airport,KLX,Kalamata,Greece,1
Karpathos Airport,AOK,Karpathos,Greece,2
Kasos Island Airport,KSJ,Kasos Island,Greece,2
Kastelorizo Airport,KZS,Kastelorizo,Greece,2
Marco Polo Airport,VCE,Venice,Italy,4
Treviso Airport,TSF,Venice,Italy,2
Montichiari Airport,VBS,Verona,Italy,2
Verona Airport,VRN,Verona,Italy,2
Vicenza Airport,VIC,Vicenza,Italy,1
Vieste Airport,VIF,Vieste,Italy,1
Enontekio Airport,ENF,Enontekio,Finland,1
Helsinki-Malmi Airport,HEM,Helsinki,Finland,1
Helsinki-Vantaa Airport,HEL,Helsinki,Finland,4
Hyvinkaa Airport,HYV,Hyvinkaa,Finland,1
Ivalo Airport,IVL,Ivalo,Finland,2
Joensuu Airport,JOE,Joensuu,Finland,2
Jyvaskyla Airport,JYV,Jyvaskyla,Finland,2
Berlin Zoo Airport,QWC,Berlin,Germany,1
RAF Gatow Airport,GWW,Berlin,Germany,1
Schoenefeld Airport,SXF,Berlin,Germany,3
Tegel Airport,TXL,Berlin,Germany,4
Tempelhof Airport,THF,Berlin,Germany,1
Bielefeld Airport,BFE,Bielefeld,Germany,1
Boeblingen Airport,PHM,Boeblingen,Germany,1
Borkum Airport,BMK,Borkum,Germany,1
Annecy-Meythe Airport,NCY,Annecy,France,1
Agora Helipad,JAH,Aubagne,France,1
Vals-Lanas Airport,OBS,Aubenas,France,1
Aurillac Airport,AUR,Aurillac,France,1
Auxerre Branches Airport,AUF,Auxerre,France,1
Avignon-Caum Airport,AVN,Avignon,France,2
Avoriaz Airport,AVF,Avoriaz,France,1
Barcelonnette Airport,BAE,Barcelonnette,France,1
Poretta Airport,BIA,Bastia,France,2
Aristoteles Airport,KSO,Kastoria,Greece,2
Megas Alexandros Airport,KVA,Kavala,Greece,2
Argostolion Airport,EFL,Kefallinia,Greece,2
Kithira Airport,KIT,Kithira,Greece,2
Kos Airport,KGS,Kos,Greece,2
Philippos Airport,KZI,Kozani,Greece,2
Larisa Airport,LRA,Larisa,Greece,1
Leros Airport,LRS,Leros,Greece,2
Limnos Airport,LXS,Limnos,Greece,2
Milos Airport,MLO,Milos,Greece,2
Vagar Airport,FAE,Faroe Islands,Faroe Islands,1
Kardla Airport,KDL,Kardla,Estonia,1
Kuressaare Airport,URE,Kuressaare,Estonia,1
Parnu Airport,EPU,Parnu,Estonia,1
Pirita Harbour Airport,QUF,Tallinn,Estonia,1
Ulemiste Airport,TLL,Tallinn,Estonia,3
Tartu Airport,TAY,Tartu,Estonia,1
Kajaani Airport,KAJ,Kajaani,Finland,2
Kauhajoki Airport,KHJ,Kauhajoki,Finland,1
Kauhava Airport,KAU,Kauhava,Finland,1
Kemi/Tornio Airport,KEM,Kemi/Tornio,Finland,2
Kitee Airport,KTQ,Kitee,Finland,1
Kittila Airport,KTT,Kittilä,Finland,2
Kruunupyy Airport,KOK,Kokkola/Pietarsaari,Finland,2
Braunschweig Airport,BWE,Braunschweig,Germany,1
Bremen Airport,BRE,Bremen,Germany,2
Bremerhaven Airport,BRV,Bremerhaven,Germany,1
R.A.F. Airport,BGN,Brueggen,Germany,1
Burg Feuerstein Airport,URD,Burg Feuerstein,Germany,1
Cochstedt Airport,CSO,Cochstedt,Germany,1
Cologne/Bonn Airport,CGN,Cologne,Germany,3
Cottbus Airport,CBU,Cottbus,Germany,1
Cuxhaven/Nordholz Airport,FCN,Cuxhaven,Germany,1
Fontaine Airport,BOR,Belfort,France,1
Roumanieres Airport,EGC,Bergerac,France,2
Beziers Vias Airport,BZR,Beziers,France,1
Biarritz Parme Airport,BIQ,Biarritz,France,2
Bordeaux Airport,BOD,Bordeaux,France,2
Aalborg Airport,AAL,Aalborg,Denmark,2
Tirstrup Airport,AAR,Aarhus,Denmark,2
Billund Airport,BLL,Billund,Denmark,2
Bornholm Airport,RNN,Bornholm,Denmark,1
Copenhagen Airport,CPH,Copenhagen,Denmark,5
Roskilde Airport,RKE,Copenhagen,Denmark,1
Esbjerg Airport,EBJ,Esbjerg,Denmark,2
Mykonos Island National Airport,JMK,Mykonos,Greece,2
Mytilene (Odysseas Elytis) International Airport,MJT,"Mytilene, Lesbos",Greece,2
Naxos Airport,JNX,Naxos,Greece,2
Paros Airport,PAS,Paros,Greece,2
Araxos Airport,GPA,Patras,Greece,1
Alexion Airport,PKH,Porto Kheli,Greece,1
Aktion Airport,PVK,Preveza/Lefkas,Greece,2
Andravida Airport,PYR,Pyrgos,Greece,1
Utti Airport,UTI,Kouvola,Finland,1
Kuopio Airport,KUO,Kuopio,Finland,2
Halli Airport,KEV,Kuorevesi,Finland,1
Kuusamo Airport,KAO,Kuusamo,Finland,2
Lappeenranta Airport,LPP,Lappeenranta,Finland,1
Dortmund Airport,DTM,Dortmund,Germany,2
Dresden Airport,DRS,Dresden,Germany,2
Dusseldorf International Airport,DUS,Dusseldorf,Germany,4
Moenchen-Gl. - DUS Exp Airport,MGL,Dusseldorf,Germany,1
Station Airport,QDU,Dusseldorf,Germany,1
Weeze / Niederrhein Airport,NRN,Dusseldorf,Germany,2
Eisenach Airport,EIB,Eisenach,Germany,1
Bourges Airport,BOU,Bourges,France,1
Guipavas Airport,BES,Brest,France,2
Laroche Airport,BVE,Brive-La-Gaillarde,France,1
Carpiquet Airport,CFR,Caen,France,2
Laberandie Airport,ZAO,Cahors,France,1
Calais Airport,CQF,Calais,France,1
Ste Catherine Airport,CLY,Calvi,France,2
Mandelieu Airport,CEQ,Cannes,France,1
Salvaza Airport,CCF,Carcassonne,France,2
Karup Airport,KRP,Karup,Denmark,1
Laeso Airport,BYR,Laeso Island,Denmark,1
Maribo Airport,MRW,Maribo,Denmark,1
Beldringe Airport,ODE,Odense,Denmark,1
Sindal Airport,CNL,Sindal,Denmark,1
Skive Airport,SQW,Skive,Denmark,1
Sonderborg Airport,QSG,Sonderborg,Denmark,1
Sonderborg Airport,SGD,Sonderborg,Denmark,1
Stauning Airport,STA,Stauning,Denmark,1
Diagoras Airport,RHO,Rhodes,Greece,2
Samos Airport,SMI,Samos,Greece,2
Sitia Airport,JSH,Sitia,Greece,2
Skiathos Airport,JSI,Skiathos,Greece,2
Skiros Airport,SKU,Skiros,Greece,2
Sparta Airport,SPJ,Sparta,Greece,1
Spetsai Island Airport,JSS,Spetsai Island,Greece,1
Syros Island Airport,JSY,Syros Island,Greece,2
Mariehamn Airport,MHQ,Mariehamn,Finland,2
Mikkeli Airport,MIK,Mikkeli,Finland,1
Oulu Airport,OUL,Oulu,Finland,2
Pori Airport,POR,Pori,Finland,1
Rovaniemi Airport,RVN,Rovaniemi,Finland,2
Savonlinna Airport,SVL,Savonlinna,Finland,1
Ilmajoki Airport,SJY,Seinajoki,Finland,1
Sodankyla Airport,SOT,Sodankyla,Finland,1
Tampere-Pirkkala Airport,TMP,Tampere,Finland,2
Emden Airport,EME,Emden,Germany,1
Erfurt Airport,ERF,Erfurt,Germany,2
Essen Airport,ESS,Essen,Germany,1
Finkenwerder Airport,XFW,Finkenwerder,Germany,1
Mazamet Airport,DCM,Castres,France,1
Vatry Airport,XCR,Chalons Sur Marne,France,1
Chambery Airport,CMF,Chambery,France,1
Chateauroux Airport,CHR,Chateauroux,France,1
Maupertus Airport,CER,Cherbourg,France,1
Le Pontreau Airport,CET,Cholet,France,1
Aulnat Airport,CFE,Clermont-Ferrand,France,2
Parvaud Airport,CNG,Cognac,France,1
Thisted Airport,TED,Thisted,Denmark,1
Vejle Airport,VEJ,Vejle,Denmark,1
Vojens Airport,SKS,Vojens,Denmark,1
Makedonia Airport,SKG,Thessaloniki,Greece,3
Santorini (Thira) National Airport,JTR,Thira,Greece,2
Nea Anchialos Airport,VOL,Volos,Greece,1
Zakynthos (Dionysios Solomos) International Airport,ZTH,Zakinthos Island,Greece,2
Turku Airport,TKU,Turku,Finland,2
Vaasa Airport,VAA,Vaasa,Finland,2
Varkaus Airport,VRK,Varkaus,Finland,1
Ylivieska Airport,YLI,Ylivieska,Finland,1
Schaferhaus Airport,FLF,Flensburg,Germany,1
Frankfurt International Airport,FRA,Frankfurt,Germany,5
Hahn Airport,HHN,Frankfurt,Germany,2
Neu Isenburg Airport,QGV,Frankfurt,Germany,1
Friedrichshafen Airport,FDH,Friedrichshafen,Germany,2
Fritzlar Airbase,FRZ,Fritzlar,Germany,1
Fuerstenfeldbruck Airport,FEL,Fuerstenfeldbruck,Germany,1
Geilenkirchen Airport,GKE,Geilenkirchen,Germany,1
Colmar-Houssen Airport,CMR,Colmar,France,1
Courchevel Airport,CVF,Courchevel,France,1
Creil Airport,CSF,Creil,France,1
St Gatien Airport,DOL,Deauville,France,1
Deux Alpes Airport,DXA,Deux Alpes,France,1
Dieppe Airport,DPE,Dieppe,France,1
Dijon Airport,DIJ,Dijon,France,1
Pleurtuit Airport,DNR,Dinard,France,2
Giebelstadt Airport,GHF,Giebelstadt,Germany,1
Guetersloh Airport,GUT,Guetersloh,Germany,1
Guettin Airport,GTI,Guettin,Germany,1
Hamburg Airport,HAM,Hamburg,Germany,4
Luebeck Airport,LBC,Hamburg,Germany,2
Hanover Airport,HAJ,Hanover,Germany,4
Heide-Buesum Airport,HEI,Heide-Buesum,Germany,1
Heidelberg Airport,HDB,Heidelberg,Germany,1
Tavaux Airport,DLE,Dole,France,1
Mirecourt Airport,EPL,Epinal,France,1
Evreux Airport,EVX,Evreux,France,1
Sud Corse Airport,FSC,Figari,France,1
Frejus Airport,FRJ,Frejus,France,1
Tallard Airport,GAT,Gap,France,1
Granville Airport,GFR,Granville,France,1
Merville/Calonne Airport,HZB,Hazebrouck,France,1
Juan Les Pins Airport,JLP,Juan Les Pins,France,1
Montoir Airport,LBY,La Baule,France,1
Turany Airport,BRQ,Brno,Czech Republic,2
Karlovy Vary Airport,KLV,Karlovy Vary,Czech Republic,2
Pardubice Airport,PED,Pardubice,Czech Republic,1
Ruzyne Airport,PRG,Prague,Czech Republic,5
Episkopi Airport,EPK,Episkopi,Cyprus,1
Ercan Airport,ECN,Ercan,Cyprus,2
Gecitkale Airport,GEC,Gecitkale,Cyprus,1
Larnaca Airport,LCA,Larnaca,Cyprus,4
Nicosia Airport,NIC,Nicosia,Cyprus,1
Paphos International Airport,PFO,Paphos,Cyprus,2
Bol Airport,BWK,Bol,Croatia,2
Dubrovnik Airport,DBV,Dubrovnik,Croatia,2
Losinj Airport,LSZ,Mali Losinj,Croatia,1
Osijek Airport,OSI,Osijek,Croatia,1
Pula Airport,PUY,Pula,Croatia,2
Rijeka Airport,RJK,Rijeka,Croatia,2
Split Airport,SPU,Split,Croatia,2
Zadar Airport,ZAD,Zadar,Croatia,2
Burgas (Bourgas) International Airport,BOJ,Burgas,Bulgaria,2
Gorna Orechovitsa Airport,GOZ,Gorna Orechovitsa,Bulgaria,1
Haskovo Airport,HKV,Haskovo,Bulgaria,1
Jambol Airport,JAM,Jambol,Bulgaria,1
Kardjali Airport,KDG,Kardjali,Bulgaria,1
Pleven Airport,PVN,Pleven,Bulgaria,1
Plovdiv Airport,PDV,Plovdiv,Bulgaria,1
Rousse Airport,ROU,Rousse,Bulgaria,1
Silistra Airport,SLS,Silistra,Bulgaria,1
Helgoland Airport,HGL,Helgoland,Germany,1
Heringsdorf Airport,HDF,Heringsdorf,Germany,1
Hof Airport,HOQ,Hof,Germany,2
Husum Airport,QHU,Husum,Germany,1
Illis Airbase,ILH,Illisheim,Germany,1
La Plagne Airport,PLG,La Plagne,France,1
Les Ajoncs Airport,EDM,La Roche,France,1
Laleu Airport,LRH,La Rochelle,France,2
Landivisiau Airport,LDV,Landivisiau,France,1
Servel Airport,LAI,Lannion,France,1
Entrammes Airport,LVA,Laval,France,1
Le Castellet Airport,CTT,Le Castellet,France,1
Pleso Airport,ZAG,Zagreb,Croatia,4
Sofia Airport,SOF,Sofia,Bulgaria,4
Stara Zagora Airport,SZR,Stara Zagora,Bulgaria,1
Targovishte Airport,TGV,Targovishte,Bulgaria,1
Varna Airport,VAR,Varna,Bulgaria,2
Vidin Airport,VID,Vidin,Bulgaria,1
Ingolstadt-Manching Airport,IGS,Ingolstadt-Manching,Germany,1
Juist Airport,JUI,Juist,Germany,1
Kaiserslautern Airport,KLT,Kaiserslautern,Germany,1
Soellingen Airport,FKB,Karlsruhe/Baden Baden,Germany,2
Kassel-Calden Airport,KSF,Kassel,Germany,1
Holtenau Airport,KEL,Kiel,Germany,1
Kitzingen Airport,KZG,Kitzingen,Germany,1
Koethen Airport,KOQ,Koethen,Germany,1
Lahr Airport,LHA,Lahr,Germany,1
Octeville Airport,LEH,Le Havre,France,1
Arnage Airport,LME,Le Mans,France,1
Loudes Airport,LPY,Le Puy,France,1
Le Touquet Airport,LTQ,Le Touquet,France,1
Talmont Airport,LSO,Les Sables,France,1
Banja Luka Airport,BNX,Banja Luka,Bosnia and Herzegovina,1
Mostar Airport,OMO,Mostar,Bosnia and Herzegovina,1
Butmir Airport,SJJ,Sarajevo,Bosnia and Herzegovina,3
Tuzla International Airport,TZL,Tuzla,Bosnia and Herzegovina,1
Deurne Airport,ANR,Antwerp,Belgium,1
Brussels Airport Zaventem,BRU,Brussels,Belgium,5
Charleroi Brussels South Airport,CRL,Brussels,Belgium,2
Ghent Airport,GNE,Ghent,Belgium,1
Knokke/Het Zoute Airport,KNO,Knokke/Het Zoute,Belgium,1
Kortrijk Airport,KJK,Kortrijk,Belgium,1
Bierset Airport,LGG,Liege,Belgium,1
Brest Airport,BQT,Brest,Belarus,1
Gomel Airport,GME,Gomel,Belarus,1
Grodna Airport,GNA,Grodna,Belarus,1
Minsk International 1 Airport,MHP,Minsk,Belarus,1
Minsk International Airport,MSQ,Minsk,Belarus,2
Mogilev Airport,MVQ,Mogilev,Belarus,1
Vitebsk Airport,VTB,Vitebsk,Belarus,1
Thalerhof Airport,GRZ,Graz,Austria,2
Hohenems Airport,HOH,Hohenems,Austria,1
Kranebitten Airport,INN,Innsbruck,Austria,2
Klagenfurt Airport,KLU,Klagenfurt,Austria,2
Lauterach Airport,QLX,Lauterach,Austria,1
Langeoog Airport,LGO,Langeoog,Germany,1
Leipzig/Halle Airport,LEJ,Leipzig/Halle,Germany,2
Lemwerder Airport,XLW,Lemwerder,Germany,1
Mannheim Airport,MHG,Mannheim,Germany,1
Muenster Airport,FMO,Muenster,Germany,2
Augsburg - Muehlhausen Airport,AGB,Munich,Germany,1
Franz Josef Strauss Airport,MUC,Munich,Germany,5
Memmingen Airport,FMM,Munich,Germany,1
Lesquin Airport,LIL,Lille,France,2
Bellegarde Airport,LIG,Limoges,France,2
Lann Bihoue Airport,LRT,Lorient,France,2
Tarbes Ossun Lourdes Airport,LDE,Lourdes/Tarbes,France,2
Bron Airport,LYN,Lyon,France,1
Grenoble-Isère Airport,GNB,Lyon,France,2
Satolas Airport,LYS,Lyon,France,4
Marseille Airport,MRS,Marseille,France,3
Mouscron Airport,MWW,Mouscron,Belgium,1
Ostend-Bruges International Airport,OST,Ostend,Belgium,1
Zoersel Airport,OBL,Zoersel,Belgium,1
Hoersching Airport,LNZ,Linz,Austria,2
Wolfgang Amadeus Mozart Airport,SZG,Salzburg,Austria,2
St Anton Airport,ANT,St Anton,Austria,1
Vienna Danubepier Hov Airport,VDD,Vienna,Austria,1
Vienna International Airport,VIE,Vienna,Austria,5
Neubrandenburg Airport,FNB,Neubrandenburg,Germany,1
Neumuenster Airport,EUM,Neumuenster,Germany,1
Norddeich Airport,NOE,Norddeich,Germany,1
Norden Airport,NOD,Norden,Germany,1
Norderney Airport,NRD,Norderney,Germany,1
Cuxhaven Airport,NDZ,Nordholz-Spieka,Germany,1
Airport Nürnberg,NUE,Nuremberg,Germany,3
Oberpfaffenhofen Airport,OBF,Oberpfaffenhofen,Germany,1
Paderborn Airport,PAD,Paderborn,Germany,2
Megeve Airport,MVV,Megeve,France,1
Brenoux Airport,MEN,Mende,France,1
Meribel Airport,MFX,Meribel,France,1
Frescaty Airport,MZM,Metz,France,1
Metz-Nancy-Lorraine Airport,ETZ,Metz/Nancy,France,2
Gueret (Lepaud) Airport,MCU,Montlucon,France,1
Meditarranee Airport,MPL,Montpellier,France,2
Morlaix Airport,MXN,Morlaix,France,1
Essey Airport,ENC,Nancy,France,1
Peenemuende Airport,PEF,Peenemuende,Germany,1
Pforheim Airport,UPF,Pforheim,Germany,1
Ramstein Airport,RMS,Ramstein,Germany,1
Rechlin Airport,REB,Rechlin,Germany,1
Rheindahlen Airport,GMY,Rheindahlen,Germany,1
Nantes Atlantique Airport,NTE,Nantes,France,2
Nevers Airport,NVS,Nevers,France,1
Côte D'Azur Airport,NCE,Nice,France,5
Garons Airport,FNI,Nimes,France,2
Niort Airport,NIT,Niort,France,1
Orleans Airport,ORE,Orleans,France,1
Aerogare des Invalides,XEX,Paris,France,1
Beauvais-Tille Airport,BVA,Paris,France,2
Charles De Gaulle Airport,CDG,Paris,France,5
Riesa Airport,IES,Riesa,Germany,1
Laage Airport,RLG,Rostock-Laage,Germany,1
Ensheim Airport,SCN,Saarbruecken,Germany,1
Schleswig-Jagel Airport,WBG,Schleswig-Jagel,Germany,1
Parchim Airport,SZW,Schwerin,Germany,1
Sembach Airport,SEX,Sembach,Germany,1
Siegerland Airport,SGE,Siegen,Germany,1
Spangdahlem Airport,SPM,Spangdahlem,Germany,1
St Peter Airport,PSH,St Peter,Germany,1
Wallmuhle Airport,RBM,Straubing,Germany,1
Etoile Airport,XTT,Paris,France,1
Le Bourget Airport,LBG,Paris,France,1
Orly Airport,ORY,Paris,France,2
Paris Cergy Pontoise Airport,POX,Paris,France,1
Echterdingen Airport,STR,Stuttgart,Germany,4
Varrelbusch Airport,VAC,Varrelbusch,Germany,1
Flugplatz Airport,AGE,Wangerooge,Germany,1
Westerland - Sylt Airport,GWT,Westerland,Germany,1
Wildenrath Airport,WID,Wildenrath,Germany,1
Wilhelmshaven Airport,WVN,Wilhelmshaven,Germany,1
Villa Coublay Airport,VIY,Paris,France,1
Uzein Airport,PUF,Pau,France,2
Perigueux Airport,PGX,Perigueux,France,1
Llabanere Airport,PGF,Perpignan,France,2
Biard Airport,PIS,Poitiers,France,2
Propriano Airport,PRP,Propriano,France,1
Pluguffan Airport,UIP,Quimper,France,2
Reims Airport,RHE,Reims,France,1
St Jacques Airport,RNS,Rennes,France,2
Renaison Airport,RNE,Roanne,France,1
Wyk Auf Foehr Airport,OHR,Wyk Auf Foehr,Germany,1
Zweibrücken Airport,ZQW,Zweibrücken,Germany,1
Saint Agnant Airport,RCO,Rochefort,France,1
Marcillac Airport,RDZ,Rodez,France,2
Boos Airport,URO,Rouen,France,1
Medis Airport,RYN,Royan,France,1
La Mole Airport,LTT,Saint Tropez,France,1
Charolais Bourgogne S. Airport,SYT,Saint Yan,France,1
Serre Chevalier Airport,SEC,Serre Chevalier,France,1
Solenzara Airport,SOZ,Solenzara,France,1
Sophia Antipolis Airport,SXD,Sophia Antipolis,France,1
Tremuson Airport,SBK,St Brieuc,France,1
St Crepin Airport,SCP,St Crepin,France,1
Boutheon Airport,EBU,St Etienne,France,2
Montoir Airport,SNR,St Nazaire,France,1
Entzheim Airport,SXB,Strasbourg,France,2
Tignes Airport,TGF,Tignes,France,1
Hyeres Airport,TLN,Toulon,France,2
Blagnac Airport,TLS,Toulouse,France,4
Montaudran Airport,XYT,Toulouse,France,1
St Symphorien Airport,TUF,Tours,France,2
Toussus-le-Noble Airport,TNF,Toussus-le-Noble,France,1
Chabeuil Airport,VAF,Valence,France,1
Meucon Airport,VNE,Vannes,France,1
Charmeil Airport,VHY,Vichy,France,1
Tirana International Airport Nënë Tereza,TIA,Tirana,Albania,2
Vittel Airport,VTL,Vittel,France,1
Andizhan Airport,AZN,Andizhan,Uzbekistan,1
Bukhara Airport,BHK,Bukhara,Uzbekistan,1
Fergana Airport,FEG,Fergana,Uzbekistan,1
Karshi Airport,KSQ,Karshi,Uzbekistan,1
Namangan Airport,NMA,Namangan,Uzbekistan,1
Navoi Airport,NVI,Navoi,Uzbekistan,1
Nukus Airport,NCU,Nukus,Uzbekistan,1
Ashgabat Airport,ASB,Ashgabat,Turkmenistan,2
Dashoguz Airport,TAZ,Dashoguz,Turkmenistan,1
Mary Airport,MYP,Mary,Turkmenistan,1
Turkmenabad Airport,CRZ,Turkmenabad,Turkmenistan,1
Turkmanbashi Airport,KRW,Turkmenbashi,Turkmenistan,1
Samarkand Airport,SKD,Samarkand,Uzbekistan,1
Vostochny Airport,TAS,Tashkent,Uzbekistan,2
Termez Airport,TMJ,Termez,Uzbekistan,1
Urgench Airport,UGC,Urgench,Uzbekistan,1
Zarafshan Airport,AFS,Zarafshan,Uzbekistan,1
Dushanbe Airport,DYU,Dushanbe,Tajikistan,1
Khudzhand Airport,LBD,Khudzhand,Tajikistan,1
Chi Mei Airport,CMJ,Chi Mei,Taiwan,1
Chiayi Airport,CYI,Chiayi,Taiwan,1
Green Island Airport,GNI,Green Island,Taiwan,1
Hengchun Airport,HCN,Hengchun,Taiwan,1
Hsinchu Airport,HSZ,Hsinchu,Taiwan,1
Hualien Airport,HUN,Hualien,Taiwan,1
Kaohsiung International Airport,KHH,Kaohsiung,Taiwan,2
Shang-Yi Airport,KNH,Kinmen,Taiwan,1
Lishan Airport,LHN,Lishan,Taiwan,1
Makung Airport,MZG,Makung,Taiwan,1
Matsu Airport,MFK,Matsu,Taiwan,1
Nangan Airport,LZN,Nangan,Taiwan,1
Orchid Island Airport,KYD,Orchid Island,Taiwan,1
Pingtung Airport,PIF,Pingtung,Taiwan,1
Sun Moon Lake Airport,SMT,Sun Moon Lake,Taiwan,1
ChingChuanKang Airport,RMQ,Taichung,Taiwan,1
Taichung Airport,TXG,Taichung,Taiwan,1
Tainan Airport,TNN,Tainan,Taiwan,1
Chiang Kai Shek (CKS) International Airport,TPE,Taipei,Taiwan,4
Sung Shan (Songshan) Airport,TSA,Taipei,Taiwan,1
Taitung Airport,TTT,Taitung,Taiwan,1
Gimhae International Airport,PUS,Busan (Pusan),South Korea,2
Cheongju International Airport,CJJ,Cheongju,South Korea,2
Daegu International Airport,TAE,Daegu (Taegu),South Korea,2
Gangneung Airport,KAG,Gangneung,South Korea,1
Gunsan Airport,KUV,Gunsan,South Korea,1
Gwangju Airport,KWJ,Gwangju,South Korea,2
Muan International Airport,MWX,Gwangju,South Korea,1
Wonan Airport,WOT,Wonan,Taiwan,1
Sunan Airport,FNJ,Pyongyang,North Korea,1
Altai Airport,LTI,Altai,Mongolia,1
Arvaikheer Airport,AVK,Arvaikheer,Mongolia,1
Baruun-Urt Airport,UUN,Baruun-Urt,Mongolia,1
Bayankhongor Airport,BYN,Bayankhongor,Mongolia,1
Bulgan Airport,UGA,Bulgan,Mongolia,1
Jeju International Airport,CJU,Jeju,South Korea,2
Jeonju Airport,CHN,Jeonju,South Korea,1
Jinhae Airport,CHF,Jinhae,South Korea,1
Sacheon Airport,HIN,Jinju,South Korea,2
Mokpo Airport,MPK,Mokpo,South Korea,2
Ab Airport,OSN,Osan,South Korea,1
Pohang Airport,KPO,Pohang,South Korea,2
Samcheok Airport,SUK,Samcheok,South Korea,1
